iter	Logloss
401	0.02315668959
402	0.02308793763
403	0.02304080331
404	0.02295724975
405	0.02294562582
406	0.02290758981
407	0.02286069134
408	0.02272759248
409	0.02266518625
410	0.02261790926
411	0.02255186412
412	0.02244723587
413	0.02238607456
414	0.02235137963
415	0.02228226385
416	0.022223577
417	0.02214155189
418	0.0220835897
419	0.02198774689
420	0.02193423226
421	0.02186702695
422	0.02181330494
423	0.02173199811
424	0.02165769798
425	0.02159105857
426	0.02153719805
427	0.02148172212
428	0.02144404534
429	0.02137302197
430	0.02130826844
431	0.02123341989
432	0.02112842098
433	0.02107991673
434	0.02102759982
435	0.02098253354
436	0.02095700373
437	0.02084555492
438	0.02079882038
439	0.02073933917
440	0.02067272943
441	0.02059620572
442	0.02051976452
443	0.02048554251
444	0.0203975138
445	0.02033505069
446	0.02028124595
447	0.02024891436
448	0.02018688047
449	0.02014553606
450	0.02011642726
451	0.02010226303
452	0.02006238901
453	0.01999553212
454	0.01996582987
455	0.01992574452
456	0.01986647505
457	0.01983715358
458	0.01980731072
459	0.0197761922
460	0.01972525183
461	0.01970064063
462	0.01965855275
463	0.01962139423
464	0.01959903034
465	0.01955150888
466	0.01953531603
467	0.01946782016
468	0.01941903071
469	0.01939840235
470	0.01934439376
471	0.0192932291
472	0.019254048
473	0.01918674023
474	0.01911937729
475	0.01908186701
476	0.01903785942
477	0.01899863785
478	0.0189374623
479	0.01888273495
480	0.01882140592
481	0.01876211229
482	0.01873351199
483	0.01869799689
484	0.01866057944
485	0.01858586321
486	0.0185563917
487	0.01851175125
488	0.01847954116
489	0.01839822119
490	0.01836521506
491	0.01832449642
492	0.01829505243
493	0.01821516511
494	0.01818300116
495	0.01810925532
496	0.01807056887
497	0.01800381963
498	0.01793467704
499	0.01790551556
500	0.01785662161
501	0.01779697376
502	0.01773107424
503	0.01769966857
504	0.0176649679
505	0.01763399801
506	0.01756937922
507	0.01749547989
508	0.01741979427
509	0.01738582411
510	0.01736024055
511	0.01729851736
512	0.01725869396
513	0.01722443501
514	0.0172032407
515	0.01718794252
516	0.017120244
517	0.01710072593
518	0.01704213912
519	0.01701948664
520	0.01700169
521	0.01693992325
522	0.0169041953
523	0.01685884331
524	0.01684052659
525	0.0168126778
526	0.01675477288
527	0.01673408507
528	0.01667944359
529	0.01664625106
530	0.01661404131
531	0.01654805549
532	0.01650796746
533	0.0164528157
534	0.016413944
535	0.01636301555
536	0.01631265823
537	0.01628462883
538	0.01626220589
539	0.01620051415
540	0.01617632923
541	0.01615046089
542	0.0161150202
543	0.01608675853
544	0.01603059539
545	0.01596331298
546	0.01591440385
547	0.01586075439
548	0.01580193018
549	0.01575673395
550	0.01572734243
551	0.01569750474
552	0.01568244296
553	0.01564419393
554	0.01563006565
555	0.01560186257
556	0.01553160629
557	0.01547848656
558	0.01544680098
559	0.01538892496
560	0.01532631889
561	0.0153050766
562	0.01528415158
563	0.01523403978
564	0.01521122413
565	0.01519658248
566	0.01516699851
567	0.01512448757
568	0.01509975179
569	0.0150712803
570	0.01503547248
571	0.01498937026
572	0.01496788456
573	0.01492098438
574	0.01488271359
575	0.01486541931
576	0.01483511903
577	0.01476250224
578	0.01472882306
579	0.01469788073
580	0.01465057381
581	0.01461831791
582	0.01456396985
583	0.01453979465
584	0.01452517302
585	0.01449658311
586	0.01445315855
587	0.01443932038
588	0.01440342776
589	0.01435753993
590	0.0143371797
591	0.01430985966
592	0.0142947753
593	0.0142747795
594	0.01425477641
595	0.01422343123
596	0.01418276308
597	0.01416195518
598	0.01412758372
599	0.01406982637
600	0.01403505688
601	0.01401641005
602	0.01397339464
603	0.01396259229
604	0.01394747261
605	0.01390907103
606	0.01389015845
607	0.01384950892
608	0.01383200543
609	0.01382199423
610	0.01378558869
611	0.01376814532
612	0.01374915144
613	0.01372458167
614	0.01368424429
615	0.01365838214
616	0.01362778477
617	0.01358610343
618	0.01353164345
619	0.01348783429
620	0.01345797802
621	0.01342395423
622	0.01339656792
623	0.01337453246
624	0.01335037852
625	0.01330019703
626	0.0132945269
627	0.01325896675
628	0.0132218176
629	0.01320477065
630	0.01317965177
631	0.01317104766
632	0.01313838264
633	0.01313189138
634	0.01310396554
635	0.01305835004
636	0.01305095242
637	0.01300264419
638	0.01299445182
639	0.01296653541
640	0.01293885965
641	0.01290412828
642	0.01287404093
643	0.01283406905
644	0.01279793883
645	0.01278419451
646	0.0127543188
647	0.01274433682
648	0.01269415402
649	0.01268854365
650	0.01265848741
651	0.01263774893
652	0.01261989305
653	0.01260753735
654	0.01256282202
655	0.01251875527
656	0.0125012839
657	0.01247121948
658	0.01242672307
659	0.01240607379
660	0.01237786796
661	0.01234969308
662	0.01229946624
663	0.01228604876
664	0.01224911787
665	0.01223652274
666	0.01221261758
667	0.01218516678
668	0.01217397421
669	0.01213915512
670	0.01210704622
671	0.01208426942
672	0.0120614973
673	0.01205187497
674	0.01203866901
675	0.01203377996
676	0.01201189922
677	0.01199810563
678	0.01198969975
679	0.01197043125
680	0.0119604754
681	0.0119484385
682	0.01194263459
683	0.01188827176
684	0.01184468685
685	0.01183571651
686	0.01181756403
687	0.01181218612
688	0.01178914603
689	0.01175655546
690	0.01172409348
691	0.0117005491
692	0.01168070111
693	0.01167080711
694	0.01164756085
695	0.01162995002
696	0.01162095479
697	0.01161216157
698	0.01158911469
699	0.01155843871
700	0.01155182459
701	0.01152678284
702	0.01149919026
703	0.01147258448
704	0.01146028502
705	0.01142426031
706	0.01140830909
707	0.01139133852
708	0.01137535804
709	0.01136950945
710	0.01135955649
711	0.0113342634
712	0.01132558845
713	0.01130893291
714	0.01129647816
715	0.01127675859
716	0.0112388631
717	0.01122813037
718	0.0111949015
719	0.01116364532
720	0.01114297317
721	0.01113474242
722	0.01111723206
723	0.01109478237
724	0.01107479896
725	0.01104865407
726	0.01100510024
727	0.01097620953
728	0.01097016738
729	0.0109446056
730	0.01092652897
731	0.01090758716
732	0.01090019995
733	0.01089135803
734	0.01085161476
735	0.0108215579
736	0.01080952476
737	0.01079590372
738	0.01078942619
739	0.01078455186
740	0.01074092322
741	0.01072241593
742	0.01069365702
743	0.01067716616
744	0.01067190414
745	0.01065892813
746	0.01063899913
747	0.01062371029
748	0.01061221386
749	0.01059325767
750	0.01057099461
751	0.01054409082
752	0.01050695076
753	0.01050149752
754	0.01046063527
755	0.01044815319
756	0.01043811884
757	0.01041852241
758	0.01039980289
759	0.01036671716
760	0.01035652402
761	0.01033279027
762	0.01030529109
763	0.0102793124
764	0.01023656846
765	0.01020987238
766	0.0102027312
767	0.01018867361
768	0.01017930064
769	0.01015133957
770	0.01013442381
771	0.01012582414
772	0.01008846581
773	0.01007316901
774	0.01006495897
775	0.01005426509
776	0.01002720538
777	0.01001248683
778	0.009974391853
779	0.009969626208
780	0.009940537707
781	0.009906298883
782	0.009898215042
783	0.009891084038
784	0.009887999486
785	0.009864034206
786	0.009844188579
787	0.009837170444
788	0.009833599246
789	0.009818521502
790	0.00981445938
791	0.009796908715
792	0.00977230812
793	0.009747136778
794	0.009730664302
795	0.009727392877
796	0.009702379665
797	0.009693607092
798	0.009665864276
799	0.00966152355
800	0.009654791287
801	0.009630607619
802	0.009614971238
803	0.009582396588
804	0.009558946342
805	0.00953526984
806	0.009512919598
807	0.009497529672
808	0.009482825017
809	0.009455902616
810	0.009448833633
811	0.009427429828
812	0.009419337369
813	0.009405761247
814	0.009378885987
815	0.009365568883
816	0.009349669455
817	0.00933656878
818	0.009332494869
819	0.009310068188
820	0.009287401025
821	0.009256636064
822	0.009226418679
823	0.009209215954
824	0.009193269665
825	0.00916382436
826	0.009138059336
827	0.009125494113
828	0.009116721956
829	0.009088022866
830	0.009076195374
831	0.009054466796
832	0.00903702108
833	0.009025339744
834	0.009013264766
835	0.008985239578
836	0.008972803517
837	0.008951510464
838	0.008926939936
839	0.008910918878
840	0.008889987178
841	0.008874292856
842	0.008862561076
843	0.008847145235
844	0.008828252375
845	0.008809375394
846	0.008790835943
847	0.008763890235
848	0.008748921963
849	0.008739507658
850	0.008726346772
851	0.008706353732
852	0.00868334164
853	0.008670552124
854	0.008644199223
855	0.008629011154
856	0.008615216471
857	0.008602712592
858	0.008600034408
859	0.008589436028
860	0.008582146361
861	0.008567315315
862	0.008556067925
863	0.008546626042
864	0.008527379327
865	0.008501647435
866	0.008476443972
867	0.00844864287
868	0.008439398145
869	0.008417709272
870	0.00840712895
871	0.008382601186
872	0.008367067165
873	0.00834857852
874	0.008324654291
875	0.008312907729
876	0.008294030436
877	0.008280895353
878	0.008275184296
879	0.008260308093
880	0.008252155509
881	0.008235300094
882	0.008223007825
883	0.008213033863
884	0.00820335774
885	0.008180007102
886	0.008162505459
887	0.008148008898
888	0.008121898275
889	0.008104874603
890	0.008099808313
891	0.008081546801
892	0.008064319523
893	0.0080511211
894	0.008028696126
895	0.008014717914
896	0.008002517392
897	0.007989507521
898	0.007976800555
899	0.007967508966
900	0.007958255573
901	0.007945742529
902	0.007932055818
903	0.007910365957
904	0.00789327734
905	0.007881900934
906	0.007873983052
907	0.007857697286
908	0.007844012667
909	0.007828212108
910	0.007815000611
911	0.007793862241
912	0.007778092611
913	0.007757437834
914	0.007733111405
915	0.007720448182
916	0.007712375493
917	0.007697079839
918	0.007688453089
919	0.007676117082
920	0.007663406677
921	0.007643303543
922	0.007630190172
923	0.007617825928
924	0.007598130932
925	0.007586091849
926	0.007573737923
927	0.007555888848
928	0.007543720965
929	0.007531676548
930	0.007516679078
931	0.007505743384
932	0.007491215874
933	0.007479423718
934	0.007467326085
935	0.007455831166
936	0.007444469717
937	0.007426623445
938	0.007407715468
939	0.007385777698
940	0.007376479964
941	0.00736227439
942	0.00734378832
943	0.007332437911
944	0.007310268879
945	0.007299323762
946	0.007282249918
947	0.007263930208
948	0.007255778151
949	0.007245065641
950	0.00722534072
951	0.007214378366
952	0.007196018663
953	0.007176704744
954	0.007167810805
955	0.007155637033
956	0.007144886125
957	0.007128498444
958	0.007110989503
959	0.007095495282
960	0.007082353275
961	0.007072217554
962	0.007061850845
963	0.007044445464
964	0.007025852079
965	0.00700884379
966	0.006998739576
967	0.006988998331
968	0.006979708505
969	0.006961549562
970	0.006946802517
971	0.006934084301
972	0.006926000048
973	0.006905808382
974	0.006889067174
975	0.006879694818
976	0.006867590398
977	0.006853820538
978	0.006838522906
979	0.00682948319
980	0.006829489587
981	0.006818869771
982	0.006801085782
983	0.006784892524
984	0.006771275739
985	0.006762442416
986	0.006745130549
987	0.006730536472
988	0.006716614874
989	0.006706163105
990	0.00669980169
991	0.00668074273
992	0.006661351807
993	0.006648138756
994	0.006639899599
995	0.006626399224
996	0.006618897774
997	0.006609885172
998	0.006594387715
999	0.006581448956
